Csec_ID,GeneID,proteinID,domain,annotation,GO
Csec_G08552,B7P43_G08552,PNF27089.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G09037,B7P43_G09037,PNF18501.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G10658,B7P43_G10658,PNF13902.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G11702,B7P43_G11702,PNF19049.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G13709,B7P43_G13709,PNF43762.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G14820,B7P43_G14820,PNF15158.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G14827,B7P43_G14827,PNF15157.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),NA|GO:0003676|-
Csec_G16201,B7P43_G16201,PNF28418.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),NA|GO:0003676|-
Csec_G18289,B7P43_G18289,PNF39359.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G11006,B7P43_G11006,PNF18414.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817)|Coil,Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G06330,B7P43_G06330,PNF14829.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817)|Homeodomain-like,Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817)|Homeobox-like domain superfamily,GO:0003676|NA|-
Csec_G03785,B7P43_G03785,PNF34823.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Homeodomain-like,Ribonuclease H superfamily|Homeobox-like domain superfamily,GO:0003676|NA|-
Csec_G09149,B7P43_G09149,PNF24965.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Homeodomain-like|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Homeobox-like domain superfamily|Helix-turn-helix domain (DUF4817),NA|GO:0003676|-
Csec_G16459,B7P43_G16459,PNF18242.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Transposase IS4,Ribonuclease H superfamily|PiggyBac transposable element-derived protein,GO:0003676|NA|-
Csec_G02335,B7P43_G02335,PNF19500.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Zinc finger C2H2 type domain profile.|beta-beta-alpha zinc fingers,Ribonuclease H superfamily|Zinc finger C2H2-type|Zinc finger C2H2 superfamily,GO:0003676|NA|-
Csec_G07844,B7P43_G07844,PNF27169.1,TRANSPOSABLE ELEMENT-RELATED|DDE superfamily endonuclease,"Ribonuclease H superfamily|Tc1-like transposase, DDE domain",NA|GO:0003676|-
Csec_G11307,B7P43_G11307,PNF13890.1,TRANSPOSABLE ELEMENT-RELATED|DDE superfamily endonuclease,"Ribonuclease H superfamily|Tc1-like transposase, DDE domain",NA|GO:0003676|-
Csec_G05219,B7P43_G05219,PNF17261.1,TRANSPOSABLE ELEMENT-RELATED|DDE superfamily endonuclease,"Tc1-like transposase, DDE domain|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G01800,B7P43_G01800,PNF28912.1,TRANSPOSABLE ELEMENT-RELATED|Homeodomain-like|Transposase,"Ribonuclease H superfamily|Homeobox-like domain superfamily|Transposase, Tc1-like",NA|GO:0003676|-|GO:0003677|GO:0006313|GO:0015074
Csec_G12318,B7P43_G12318,PNF41537.1,TRANSPOSABLE ELEMENT-RELATED|TRANSPOSABLE ELEMENT TC1 TRANSPOSASE,Ribonuclease H superfamily,NA|GO:0003676
Csec_G03605,B7P43_G03605,PNF19426.1,Transposase (partial DDE domain),"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-
Csec_G07776,B7P43_G07776,PNF28729.1,Transposase (partial DDE domain),"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-
Csec_G11147,B7P43_G11147,PNF25886.1,Transposase (partial DDE domain),"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-
Csec_G02262,B7P43_G02262,PNF27566.1,Transposase (partial DDE domain),"Transposase, type 1",-
Csec_G03780,B7P43_G03780,PNF34818.1,Transposase (partial DDE domain),"Transposase, type 1",-
Csec_G02402,B7P43_G02402,PNF35601.1,Transposase (partial DDE domain),"Transposase, type 1|Ribonuclease H superfamily",-|GO:0003676
Csec_G10097,B7P43_G10097,PNF32359.1,Transposase (partial DDE domain),"Transposase, type 1|Ribonuclease H superfamily",-|GO:0003676
Csec_G10113,B7P43_G10113,PNF32406.1,Transposase (partial DDE domain),"Transposase, type 1|Ribonuclease H superfamily",-|GO:0003676
Csec_G10943,B7P43_G10943,PNF25319.1,Transposase (partial DDE domain),"Transposase, type 1|Ribonuclease H superfamily",-|GO:0003676
Csec_G05234,B7P43_G05234,PNF17245.1,Transposase (partial DDE domain)|consensus disorder prediction,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G11567,B7P43_G11567,PNF36742.1,Transposase (partial DDE domain)|HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G17467,B7P43_G17467,PNF23244.1,Transposase (partial DDE domain)|HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G18398,B7P43_G18398,PNF30174.1,Transposase (partial DDE domain)|HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|consensus disorder prediction,"Transposase, type 1|Mos1 transposase, HTH domain|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G01777,B7P43_G01777,PNF21945.1|PNF21946.1|PNF21947.1,"Transposase (partial DDE domain)|HTH domain in Mos1 transposase|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|NAD(P)-binding Rossmann-fold domains|Aminoacid dehydrogenase-like, N-terminal domain|Malic enzymes signature.|MALIC ENZYME-RELATED|Malic enzyme signature|GH17657P-RELATED|malic_2|NAD_bind_1_malic_enz|Malic enzyme, NAD binding domain|Malic_M_2|Malic enzyme, N-terminal domain|ME|Malic enzyme signature|ME|MALIC ENZYME-RELATED|Malic enzyme, N-terminal domain|malic_2|GH17657P-RELATED|NAD(P)-binding Rossmann-fold domains|Malic enzyme, NAD binding domain|NAD_bind_1_malic_enz|Malic enzymes signature.|Aminoacid dehydrogenase-like, N-terminal domain|Malic_M_2","Ribonuclease H superfamily|Transposase, type 1|Mos1 transposase, HTH domain|NAD(P)-binding domain superfamily|Aminoacid dehydrogenase-like, N-terminal domain superfamily|Malic enzyme, conserved site|Malic oxidoreductase|Malic enzyme, N-terminal domain superfamily|Malic enzyme, N-terminal domain|Malic enzyme, NAD-binding|Malic oxidoreductase|Malic enzyme, N-terminal domain|Malic enzyme, N-terminal domain superfamily|NAD(P)-binding domain superfamily|Malic enzyme, NAD-binding|Malic enzyme, conserved site|Aminoacid dehydrogenase-like, N-terminal domain superfamily",GO:0003676|-|NA|-|GO:0004471|NA|GO:0004470|GO:0004471|GO:0051287|GO:0004470|GO:0004471|NA|GO:0004471|-|GO:0051287
Csec_G16529,B7P43_G16529,PNF15535.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|NA|-
Csec_G04736,B7P43_G04736,PNF43055.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G06660,B7P43_G06660,PNF22742.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G11440,B7P43_G11440,PNF14668.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G13783,B7P43_G13783,PNF41429.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G15615,B7P43_G15615,PNF34957.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G17711,B7P43_G17711,PNF14147.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G11012,B7P43_G11012,PNF18415.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G13716,B7P43_G13716,PNF23858.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G07837,B7P43_G07837,PNF29350.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-|NA
Csec_G05674,B7P43_G05674,PNF39637.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G06980,B7P43_G06980,PNF25035.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G07033,B7P43_G07033,PNF38942.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G09563,B7P43_G09563,PNF42989.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G03673,B7P43_G03673,PNF42337.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-|NA
Csec_G06662,B7P43_G06662,PNF22736.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-|NA
Csec_G09350,B7P43_G09350,PNF14709.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-|NA
Csec_G10929,B7P43_G10929,PNF25326.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-|NA
Csec_G12319,B7P43_G12319,PNF41538.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-|NA
Csec_G12947,B7P43_G12947,PNF23391.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-|NA
Csec_G13494,B7P43_G13494,PNF18373.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-|NA
Csec_G14125,B7P43_G14125,PNF41423.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-|NA
Csec_G14126,B7P43_G14126,PNF34990.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-|NA
Csec_G15714,B7P43_G15714,PNF22437.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-|NA
Csec_G17251,B7P43_G17251,PNF31072.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-|NA
Csec_G18207,B7P43_G18207,PNF41308.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-|NA
Csec_G02607,B7P43_G02607,PNF41780.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G03723,B7P43_G03723,PNF34869.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G04643,B7P43_G04643,PNF34001.1|PNF34002.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G04760,B7P43_G04760,PNF23608.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G06319,B7P43_G06319,PNF24514.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G06927,B7P43_G06927,PNF42543.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G08670,B7P43_G08670,PNF13955.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G09982,B7P43_G09982,PNF40120.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G12846,B7P43_G12846,PNF23921.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G15109,B7P43_G15109,PNF16231.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G15465,B7P43_G15465,PNF21375.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G16396,B7P43_G16396,PNF22416.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G17309,B7P43_G17309,PNF13623.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G17450,B7P43_G17450,PNF17980.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G17453,B7P43_G17453,PNF38702.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G17522,B7P43_G17522,PNF18226.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G00718,B7P43_G00718,PNF32198.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G01027,B7P43_G01027,PNF15295.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G02148,B7P43_G02148,PNF14079.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G04782,B7P43_G04782,PNF26677.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G05594,B7P43_G05594,PNF23534.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G07694,B7P43_G07694,PNF20470.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G08145,B7P43_G08145,PNF20419.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G09101,B7P43_G09101,PNF24466.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G09172,B7P43_G09172,PNF25413.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G09635,B7P43_G09635,PNF36800.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G14119,B7P43_G14119,PNF41419.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G17771,B7P43_G17771,PNF43135.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN,"Transposase, type 1|Ribonuclease H superfamily",-|GO:0003676|NA
Csec_G06023,B7P43_G06023,PNF14324.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Coil,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G00913,B7P43_G00913,PNF43968.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|consensus disorder prediction,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-|NA
Csec_G01398,B7P43_G01398,PNF34929.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|consensus disorder prediction,"Ribonuclease H superfamily|Transposase, type 1",GO:0003676|-|NA
Csec_G06016,B7P43_G06016,PNF33933.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|consensus disorder prediction,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G06285,B7P43_G06285,PNF20493.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|consensus disorder prediction,"Transposase, type 1|Ribonuclease H superfamily",-|NA|GO:0003676
Csec_G12082,B7P43_G12082,PNF15743.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|HTH domain in Mos1 transposase,"Transposase, type 1|Ribonuclease H superfamily|Mos1 transposase, HTH domain",NA|-|GO:0003676
Csec_G18004,B7P43_G18004,PNF26776.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|HTH domain in Mos1 transposase,"Transposase, type 1|Ribonuclease H superfamily|Mos1 transposase, HTH domain",NA|-|GO:0003676
Csec_G13308,B7P43_G13308,PNF18003.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|HTH domain in Mos1 transposase,"Ribonuclease H superfamily|Transposase, type 1|Mos1 transposase, HTH domain",GO:0003676|-|NA
Csec_G15555,B7P43_G15555,PNF23334.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|HTH domain in Mos1 transposase,"Transposase, type 1|Mos1 transposase, HTH domain|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G12019,B7P43_G12019,PNF38789.1,Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|HTH domain in Mos1 transposase,"Transposase, type 1|Ribonuclease H superfamily|Mos1 transposase, HTH domain",-|GO:0003676|NA
Csec_G01544,B7P43_G01544,PNF14967.1,"Transposase (partial DDE domain)|MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Winged helix"" DNA-binding domain","Transposase, type 1|Ribonuclease H superfamily|Winged helix DNA-binding domain superfamily",-|NA|GO:0003676
Csec_G01706,B7P43_G01706,PNF14405.1,Transposase (partial DDE domain)|PRIMATE-EXPANDED PROTEIN FAMILY|HTH domain in Mos1 transposase|PROTEIN GVQW3|Coil,"Ribonuclease H superfamily|Transposase, type 1|Mos1 transposase, HTH domain",GO:0003676|-|NA
Csec_G03481,B7P43_G03481,PNF34042.1,Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G06698,B7P43_G06698,PNF23114.1|PNF23115.1,Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G10576,B7P43_G10576,PNF29808.1,Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G03391,B7P43_G03391,PNF26682.1,Transposase IS4,PiggyBac transposable element-derived protein,-
Csec_G17942,B7P43_G17942,PNF38680.1,Transposase IS4,PiggyBac transposable element-derived protein,-
Csec_G18343,B7P43_G18343,PNF31594.1,Transposase IS4,PiggyBac transposable element-derived protein,-
Csec_G09234,B7P43_G09234,PNF20410.1,Transposase IS4|Bbox1|DDE_Tnp_1-like zinc-ribbon|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,"PiggyBac transposable element-derived protein|PiggyBac transposable element-derived protein 4, C-terminal zinc-ribbon",-|NA
Csec_G09750,B7P43_G09750,PNF43797.1,Transposase IS4|consensus disorder prediction,PiggyBac transposable element-derived protein,-|NA
Csec_G17178,B7P43_G17178,PNF23276.1,Transposase IS4|consensus disorder prediction,PiggyBac transposable element-derived protein,-|NA
Csec_G06044,B7P43_G06044,PNF43842.1,Transposase IS4|DDE_Tnp_1-like zinc-ribbon|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Bbox1,"PiggyBac transposable element-derived protein|PiggyBac transposable element-derived protein 4, C-terminal zinc-ribbon",-|NA
Csec_G14371,B7P43_G14371,PNF38748.1,Transposase IS4|DDE_Tnp_1-like zinc-ribbon|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|consensus disorder prediction,"PiggyBac transposable element-derived protein|PiggyBac transposable element-derived protein 4, C-terminal zinc-ribbon",-|NA
Csec_G17421,B7P43_G17421,PNF35687.1,Transposase IS4|Endonuclease/exonuclease/phosphatase|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,PiggyBac transposable element-derived protein|Endonuclease/exonuclease/phosphatase superfamily,-|NA
Csec_G07548,B7P43_G07548,PNF28167.1,Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED 4-RELATED|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,PiggyBac transposable element-derived protein,NA|-
Csec_G14611,B7P43_G14611,PNF29019.1,Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED 4-RELATED|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|consensus disorder prediction,PiggyBac transposable element-derived protein,-|NA
Csec_G01270,B7P43_G01270,PNF42631.1,Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,PiggyBac transposable element-derived protein,NA|-
Csec_G06890,B7P43_G06890,PNF17797.1,Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,PiggyBac transposable element-derived protein,NA|-
Csec_G06920,B7P43_G06920,PNF42548.1,Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,PiggyBac transposable element-derived protein,NA|-
Csec_G09703,B7P43_G09703,PNF20387.1,Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,PiggyBac transposable element-derived protein,NA|-
Csec_G09860,B7P43_G09860,PNF13918.1,Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,PiggyBac transposable element-derived protein,NA|-
Csec_G10552,B7P43_G10552,PNF42431.1,Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,PiggyBac transposable element-derived protein,NA|-
Csec_G13111,B7P43_G13111,PNF14604.1,Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,PiggyBac transposable element-derived protein,NA|-
Csec_G13236,B7P43_G13236,PNF41500.1,Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,PiggyBac transposable element-derived protein,NA|-
Csec_G13949,B7P43_G13949,PNF34415.1,Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,PiggyBac transposable element-derived protein,NA|-
Csec_G15595,B7P43_G15595,PNF15658.1,Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,PiggyBac transposable element-derived protein,NA|-
Csec_G15775,B7P43_G15775,PNF29659.1,Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,PiggyBac transposable element-derived protein,NA|-
Csec_G16134,B7P43_G16134,PNF35735.1|PNF35736.1,Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,PiggyBac transposable element-derived protein,NA|-
